CC_PROPERTY_ID,PUBLIC_LISTING_COMMENTS
664120926,"beautiful natale built custom ranch with loft. this is town of lancaster, lancaster schools, postal zip 14221. two story foyer leads to open great room with hardwood floors and stunning linear fireplace with blower. working kitchen with granite counters and island. master bedroom has box ceiling, 2 large walk in closets, tiled shower. wrought iron staircase leads to 16x16 open loft area, could be guest bedroom or office/den. rear porch for relaxing and morning coffee. end lot with green space views. andersen windows, 9 foot first floor ceiling height, 3 car garage! a stunning home. buyer pays transfer tax. hoa fee is $255 a month, includes water, snow plowing, lawn maintenance, and road reserves. you pay no sewer tax."
508131978,"fully maintained by original owner,fully rented two family home in the town of newburgh. located on a private road at end of culdesac. has a walk out basement with anderson windows: can be finished for expansion of lower unit. plenty of storage,all separate utilities,close to shopping,thruway and beacon train station. great investment opportunity or live in one unit /rent the other. additional information: heatingfuel:oil above ground,adjustedgoi:0,"
508099095,"phase v now available by belmonte builders at floral estates. beautiful spacious and private 3/4+ acre homesites...many with walk-out and garden level options. energy efficient, portfolio of plans and custom homes to choose from. work one on one with builder."
186545873,"tucked away on a beautiful tree lined street of bellerose,this turn key move in ready meticulously renovated 3 bedroom 2 bath ranch will captivate you from the moment you arrive with its war & welcoming energy. sitting on a 30x100 lot featuring a wide private driveway and garage. open concept living/dining area. beautiful chefs granite kitchen equipped with floor to ceiling custom cabinetry,boast full sized stainless steel appliances & equipped with island for bar stool seating. spacious bedrooms equipped with ample closet space. brand new electrical,heating & plumbing systems throughout. prime location. stones throw to transportation,schools,shopping centers,highways,restaurants,cafes and many other vibrant neighborhood amenities.,additional information: appearance:mint"
774691329,"welcome to 84-10 153rd avenue,howard beach. beautiful l-shaped studio,just bring your clothes! very spacious and cozy unit,washer and dryer on every floor. maint: base: $582.27,security: $20.00,energy surcharge: $5.73= $608.00."
748080726,"extraordinary opportunity to own a beautiful two unit corner property. one medical, one residential minutes from vz bridge. architecturally pleasing to the eye, the legal use for this property is first floor medical use/offices and top floor 1 family residential. have your practice and live upstairs! or rent out the apartment for residual income and work downstairs; or rent out medical space too! very charming building with a fully finished extra large basement and plenty of storage space and back door. the first floor is already set up to operate as a medical space. waiting room, reception area, two half baths, three exam rooms and an extra large doctors corner office with gorgeous windows. top floor has all the feels of a charming tudor. vaulted ceilings with decorative wood beams outlining, ornate moldings and plenty of closets. currently set up as offices for the medical team, this space has a kitchen, 3/4 bath, 2/3 bedrooms. basement has 5 rooms flowing into each other with a half bath and back door. utility room is downstairs also. *medical equipment can be sold if interested in purchasing. building can be delivered vacant with ample notice. do not miss this opportunity."
187750703,"newer kitchen & tile bath, natural woodwork, finished badement, 2 car detached garage, privacy fence, full walk up attic, all newer appliances, convenient location, absolutely an impeccable home."
190538642,"brighton beach area, brightwater towers condo, beautifully renovated 3 bed 1.5 bath, high floor, custom open kitchen, modern bathrooms, built in closets, new sound proof window and much more. large balcony with ocean views of brighton beach and the aquarium. deeded parking spot is available for purchase with the apt for an additional $65k . maint includes all utilities, low yearly taxes. capital assesment $234 for 2 years building amenities include: 24hr security, package room, parking, gym, secured premises. outdoor heated pool and a kiddie pool. sublet from day one, pets allowed for owners. great location, near transportation, schools, park, beach, aquarium, luna park and shopping."
284332238,"newly renovated single family home in desirable north buffalo area. completely renovated- new roof, windows, completely insulated, electrical service, hot water tank, furnace, central air, new plumbing including water main to the house and brand new 2 car garage. house features stunning granite countertops, new appliances, hardwood floors throughout kitchen/living/dining rm. and ceramic tile in both bathrooms and carpet in all 3 bedrooms. master bedroom has vaulted ceiling and walk-in closet."
184485818,"no offer considered accepted until formal contract of sale is fully signed & delivered. compensation offered to mls participants only. all information,but not limited to lot size,taxes,age of property are not guaranteed & should be verified."
185006438,"tudor style home front porch,large livingroom nat. woodwork,wbfp french doors,formal diningroom, 1 1/2 baths finished room in attic, detached 2 car garage w/ full walk up attic,glass block windows,cent air,"
184541126,"wonderful 4 br, 3 ba center hall colonial, on tranquil tree-lined street in beautiful plandome. a covered bluestone porch leads to an oversized foyer, and spacious lr and sun-filled dr, each w/fpl. renovated kitchen has granite countertops & ss appliances. bright family room opens to lush, private yard & brick patio. large mbr, plus 3 add'l brs, one w/en-suite. 3rd fl office/den. both upstairs baths redone. steps to village green/tennis, lirr station, plandome beach & dock facilities."
462579708,clean clean clean !! just move right in with your entire family! this mega sized 2 family has endless potential featuring a total of 8-9 bedrooms and 5.75 baths. there is room for everyone! updated kitchens/baths and brand new central air (2 zone ). all of this with two private driveways and a 1 car garage sitting pretty on a quiet tree lined block of bergen beach brooklyn.
102083423,"imagine coming home from work or school to a wonderful home in this quiet rural neighborhood. this lovely home features an updated kitchen right off the garage,interior painted in last few months,and new carpeting in most rooms. there is a community park complete with ball field,basketball court,swingset and jungle gym. the large yard is right off the kitchen and great for bbq's,playing or just relaxing. the owner has installed new windows,and sliding door and with the pellet stove should make an enjoyable and cozy home for those winter months. call now for your appointment."
654811026,"description: welcome to 392 maryland avenue! rare opportunity to own a two bedroom,two bath,ground level end unit cooperative in chateau villa in prestigious rosebank. this unit boasts a large sunny open layout,eat in kitchen,real hardwood flooring,generous closets throughout. master bedroom features a walk-in closet and private 3/4 bath. moments away from a food market,post office,staten island's best restaurants & historic parks,vz bridge,i-278 and an array of express bus options leading to a very quick ride to brooklyn & manhattan. hoa is extremely inclusive: heat,hot water,gas,snow removal,pool,parking,exterior maintenance,landscaping,playground and property tax rolled into one monthly payment. chateau villa allows subletting after two years of ownership."
101003783,"one of the newest homes, sited perfectly to capture the distant views. custom designed with many upgrades, this home has a spacious, open floor plan & hardwood floors on the main level. the living room overlooks the wraparound porch, the dining room has views & the family room with fireplace is a great place for family to gather. the newly built bluestone patio offers privacy, views & extends the outdoor living space over 300'. the recently finished. walkout basement is cheery, has a home office & is wired for sound. pool w/clubhouse & tennis."
189075767,"winter only. located between hampton bays & southampton, 2 bedroom cottage with fireplace & waterviews of peconic bay"
464268039,"cozy 1 bedroom and 1 bathroom apartment. water,heat and hot water are included. close to supermarket,school and public transportation. q27,q31 and q76 buses nearby. hardwood floor throughout. on site laundry room."
100965944,"large four bedroom two and a half bath colonial in little switzerland. harwood floors in dining room and formal living room. family room with fireplace. sliding glass door to pressure treated deck in rear. two car garage under with additional fireplace in unfinished basement. this is a fannie mae homepath property,roof:asphalt shingles,abovegrade:2464,unfinished square feet:1000,below grnd sq feet:1000"
287086529,"this quiet little home presents many capital improvements and is cheaper than paying monthly rent! the home nestled in away from the street welcomes you today to stop for a tour. the home offers hardwood floors throughout , off street parking, vinyl siding, and all the appliances stay. an inviting front porch will offer you comfort for our upcoming fall season. a backyard deck is offered as well. the basement allows for extra storage and is dry throughout. the 2nd floor is partially finished and with some final choices the entire space can be useable!"
188136878,"no commission earned until title passes at closing. new roof and skylight (1 year),newer hvac and electrical panel (8 years) and hot water heater (5 years),custom closet organizers in guest bedroom,gorgeous oak floors and 6 panel solid wood interior doors. listing agent will accompany if homeowner is not available for requested showings. natural gas is uncommon on this street but this house has it!"
591485109,"magnificent hill-top location at end of private cul-de-sac. modern 4-5 br home with open floor plan. lower bedrooms have sliders to outside. large art or craft room with plenty of natural and man-made light and exhaust vent. whole house generator, alarm system, flower plantings and vegetable garden. ready for immediate occupancy."
646539678,"new construction! builder's incentive! seller is willing to pay 2017 taxes,estimated taxes based upon 2015-2016 tax roll,build to suit! harborfields school district! cul-de-sac,ancillary data furnished upon request (i.e.,site plan,survey,floor plans,spec sheet,etc.)..."
505463550,"move right into this fully renovated 3 bedroom ranch. it features a completely new kitchen with ss appliances & granite countertops,living room,dining room,3 bedrooms,2 new bathrooms,full unfinished basement,private driveway with a garage,private yard perfect for entertaining! new hvac system,200 amp service. conveniently located near shops and transportation."
496984959,"located on a quiet cul de sac,close to lake. located near major roads. nice mother / daughter set up .updated bathroom,level backyard,nice size deck. landscaped.,equipment:carbon monoxide detector,smoke detectors,roof:asphalt shingles,abovegrade:2129,othermftrs:laminate floor,level 1 desc:l/r with fps,d/r,kit,,fam/play rm,deck,3 bds,bath,otherrooms:family room,in-law,flooring:ceramic tile,wood,amenities:medical facility,unfinished square feet:200,exteriorfeatures:landscaped,interiorfeatures:washer connection,sliding glass doors,foundation:block,concrete,below grnd sq feet:750"
498581025,"welcome home to 34 lincoln avenue in the village of ardsley! this 3 bedroom/2.5 bath colonial has been lovingly maintained. situated in the heart of ardsley this is the perfect place to home! you can feel the warm memories to come when you set foot through the door. first floor offers: living room with stone fireplace,spacious dining room with french doors and an updated kitchen with stainless steel appliances. second floors offers two sizable bedrooms,shared hall bath and master bedroom with an en suite. basement offers potential,650 square feet of living space. amenities includes: 2 car detached garage; central air and hardwood floors throughout. close to parks,town and public transportation. ardsley schools. must see!!"
314704739,"large semi offers hardwood floors, crown molding, new windows, full bath, kitchen and heating system. level 1: private side entrance, bedroom, living room, full bath. level 2: kitchen with quartz counter tops, stainless steel appliances, cherry oak cabinets, formal dining room, living room, 1/2 bath, screened sunroom. level 3: master bedroom, bedroom, bedroom, full bath, exterior balcony with porcelain tile, above ground pool with trex deck. close to transportation, shopping, schools and expressway."
100990565,"best value in dalton farm. owner must sell. prime location corner lot. bright and airy with vaulted ceilings and recessed lighting. cook's delight kitchen with newer granite counters and stainless steel appliances. hardwood floors up and down, central air, generously sized rooms all in neutral colors. pool, tennis, and playground. minutes to shopping and taconic."
188761082,"come see this house and let it become your home! this 4bd 2 bth colonial sits on beautiful landscaped property with outstanding back yard,beautiful sunroom,with peaceful koi pond,perfect for enjoying those beautiful days in your private yard. front of house has deck cover by awning. with impeccable attention to detail,quality features shine throughout this home. kitchen,bathrooms,dining room family room,office . basement with ose. many more features. sachem school district."
287138840,"city of saratoga springs, spectacular john witt home in cherry hill on 2+ acres. incredible millwork, fabulous kitchen with granite, stainless appliances, hand made glazed tile backsplash, built- in custom cabinetry,hardwood floors. screened porch with beadboard ceiling, ipe floor. huge laundry room w/built-ins.spectacular master suite w/fireplace. finished lower level with garden windows. unfinished portion sloped for future theater, plumbed for bath. this home is fabulous!"
668741028,"your summer fun in the sun begins now!! light and bright contemporary home in westhampton ideal for entertaining friends & family! the home offers 4 generous-sized bedrooms,(possible 5th or home office),as well as 3 full baths. heated,inground pool and hot tub as well as tennis are available for your complete enjoyment! (tennis court isn't fresh and new,however,may be used for other recreational purposes.) great location near to the station allows for easy commute back & forth to nyc! also,near to the plentiful shops,restaurants,theaters and beaches in the westhampton area! recently renovated interior and exterior. plenty of parking in large driveway to accomodate all. must see!,additional information: appearance:excellent,exteriofeatures:tennis"
185799551,"12/7 deal fell through. fully available!! please show and sell! big! bright! beautiful! 3/4 br,2 1/2 bath home on private 1 acre! goshen schools! new kitchen with stainless steel appliances and granite countertops! freshly painted! shiny hw floors! fr has brick fpl. oversized deck! endless possibilities for the 2 story 3 season room! minutes to the town park! additional information: heatingfuel:oil above ground,parkingfeatures:2 car attached,"
187089359,"don’t miss this great opportunity to own this cozy, single family townhouse! featuring 3 bedrooms, 3 bath, eat-in kitchen with lovely deck leading to paved yard, finished basement w/ washer & dryer, off street parking for 2 cars, brand new water tank & so much more! motivated seller, bring your offers!!!"
461949282,"3 bedroom apt,located on the 1st floor of a 2 family home located in the heart of in morris park/ van nest area heat & hot water included!!!! tenant responsible for electric & cooking gas only. top to bottom gut renovations! 2nd floor: 3 spacious bedrooms,living room/kitchen combo,1 full bath master bedroom with closets. bright & sunny living rm with a huge balcony brazilian hardwood floors throughout the apartment top of the line kitchen with granite counter top,stainless steel appliances & custom brand new cabinets! beautiful & modern tiled bathrooms. close to shopping,5 minute walk to 2 & 5 trains (bronx park east subway stop). common use of back yard 8-10 minute drive to albert einstein and jacobi hospitals. won't last!!!"
769162968,"9/1-9/30/23 free* 12,24 month lease and a rent special 2 br-$350 off rent monthly*. $99 security deposit special*. *restrictions apply. concierge-am/pm-365 bldg. elevator.pool. courtyards.gar prkg.pkg serv/ pet friendly. gym.bizctr.controlled access.intercom.frplce lounge.bbq.modern kit cabs./stls appl.vinyl thru apt..ceil fans. wd. nr harbor,nyit/old westbury,garvies point/sands point preserve. 1 hr-nyc/lga/jfk. rte 107n."
505674351,"artist retreat set on 6.4 cherished acres in blue mountain. custom built two bedroom,1 bath home with exposed beams and floating staircase. manageable kitchen with wooden cabinets opens to dining area. sizable living room with bamboo floors,bay window and custom made hide away storage. ample space in both bedrooms each leading out to their own deck. bathroom is one of a kind. sun room is an added bonus off main bedroom overlooking the beautiful grounds. property is bordered by stone walls,meandering stream and rock outcroppings. additional buildings include a guest house,tea house,12 x 24 shed,pole barn and a covered bridge/ carport. this is a must see property. just listed at $499,000."
182464787,"if you love the carm of victorian homes, this one should be on the top of your must see list. check out the hardwood floors, painted trim, pocket doors, high ceilings and charm throughout. if you enter the home from the driveway side you will enter a mudroom, ample space for all those coats and boots you will need this winter. from there enter the very efficient kitchen with a walk in pantry in the next room. the formal dining room with be where holiday memories will be made. the double living room has a half bath coneniently tucked off the side. under the stairs is a little nook perfect for a small office space. when you go up the sweeping staircase you will come to a landing area large enough for a reading nook. from the master bedroom you can walk straight through the spacious closet to the master bath with a charming clawfoot tub. two other bedrooms and another full bath complete the second floor. the attic has been insulated and finished providing you with a great bonus room. the fenced in yard provides you with a peaceful retreat. the detached barn/garage is typical of some of the older homes with former carriage houses. classic homelovers call today to see this beauty."
496911924,"baby i'm amazed at all that is in place on this 7.8 acre lot,close to the berkshire border. cleared building envelope with well,raised bed septic fields and underground electric. in an area of fine homes. great central location. seller motivated and priced to sell."
498685503,"sparkling colonial on prime street,in the desirable sheldrake neighborhood just 3 blocks from murray ave school and parks. owner is in the process of upgrading baths,painting and refinishing floors so that this home is in wonderful move in condition for you. special features included updated kitchen with stainless appliances and granite counters,wonderful master bedroom with walk in closet and private bath,large 3rd floor finished bonus space and automatic generator. enjoy the lovely private fenced in yard with large deck and included bbq & patio furniture. convenient to metro north,shops and community pool,ice rink,tennis and parks. check back soon with photos of new improvements. this wonderful home is a great place to live!"
485586039,sale may be subject to term & conditions of an offering plan.
184688579,",additional information: separate hotwater heater:yes"
505678464,nearly 2 acre rural approved building lot with public water and natural gas service available. site work & engineering complete. can be combined with adjoining lot for a total of nearly 4 acres! site map & plans available.
709637133,"this log home was built in 1993 with vermont logs. main floor has an open floor plan with a large living room displaying a stone fireplace and wood burning stove. custom kitchen has beautiful chestnut cabinets, marble counter tops, a breakfast nook, and a second antique stove. main floor also has a formal dining room, laundry room, and full bathroom. three bedrooms and a full bathroom are located on the top floor, and tile radiant heat flooring sweeps throughout all 3 levels of the home. make your way to the basement where you'll find an additional finished area to entertain guests."
497203047,getaway writer's chalet on 5 acres outside of lake placid. one bedroom loft style with cathedral living area and loads of light. 800+ sf with full basement for expansion. very well built structure with one car garage. exterior grounds are quite appealing with cross country skiing at mt. van hoevenberg next door. the perfect weekend retreat for outdoor recreation.
596624748,"located just 10 minutes from town, this 8 acre wooded lot offers plenty of privacy and serene surroundings. this fully electric property includes a spacious shed for storage, an outhouse for convenience, and a cozy 1 bedroom movable hooch for comfortable living. enjoy the beauty of nature all around you, with plenty of trees for shade and wildlife for company. this lot is perfect for those looking for a peaceful retreat away from the hustle and bustle of city life. whether you're looking for a weekend getaway or a permanent residence, this wooded lot has everything you need to enjoy the great outdoors. don't miss out on this unique opportunity to own your own slice of paradise."
497817855,"great location where you can walk to pine bush shops,post office,community center,library & schools.. nice flat lawn with sidewalk to the middle to the house. pleasant private front porches on each side of the stone front that offers privacy to each entrance. great investment or home with income..low taxes ..tenants pay utilities.. priced right by long time owners who have relocated.."
185758229,
653437398,"for sale: welcome to 2626 main street! this big,beautiful commercial multi-use building has supreme visibility at a 6-corner intersection. property features a rare fully-fenced private parking lot in the heart of the city and immediate access to the nfta amherst street subway station across the street. former tenants have been a bank (vaults and drive-thru teller windows are still on-site),a restaurant (3-phase electrical and many fixtures are still on-site). building is currently occupied by the seller's professional real estate office on the first floor and a reliable residential apartment tenant upstairs; second floor front office suite is currently vacant. several monthly parking lot customers pay $50/month for vehicle parking. property will be sold with a brand-new rubber membrane roofing system being installed in spring of 2023! n-3c zoning has for virtually limitless business potential."
772879962,"beautiful 4 bedroom 2 full bath colonial. 1 bedroom on 1st floor,rustic tile 1st floor,wood floors 2nd fl. newer windows,new roof & skylight 2020,newer precast cesspools,new tiled bathrooms,updated kitchen with granite countertops & ss appliances cac/heat pump 2 years old,new paver patio. fenced yard,additional information: appearance:mint++,interior features:lr/dr,separate hotwater heater:yes"
498140349,"nicely remodeled home. beautiful fireplace in lr. hardwood floors,two car attached garage with bree zeway. central air,large kitchen with big island. open stairway,everything in new condition. big 1 .34 acre yard. taxes reflect star program.brand ne"
496659228,"great well cared for home in pine hills newer eat in kitchen, family room, and deck to private back yard 3 br on 2nd floor & 2 extra rooms on 3rd floor for office, den, playroom. floors refinished and woodwork ready to be refinished. handicap access via ramp to rear deck may be eligible for $5k grant program contact la for details."
464404092,"step into timeless elegance with this stunning new construction modern farmhouse,perfectly blending charm and luxury. from the inviting front porch with trex decking to the spacious interior,every detail has been thoughtfully crafted. the heart of the home is a designer kitchen featuring an oversized island,gleaming new quartz countertops,and an impressive walk-in pantry—ideal for entertaining or everyday living. multiple walk-in closets throughout offer ample storage,while the unfinished basement provides endless potential. cozy up in the living room with a propane fireplace or retreat to the luxurious primary suite,complete with a massive walk-in closet and a spa-inspired ensuite. with room for a pool in the expansive backyard,this home offers both style and space to grow. don’t miss the opportunity to make it yours!"
839113773,"2 buildings on one lot. 41 cornell has 6 apartments,45 cornell has 7. excellent tenants. all leased. no government subsidized rents. call listed for detailed information. two bed room apartmentsnow pay all of their own utilities,the utility bills should be less then estimated going forward."
102585143,"magnificent brick & cedar 3 bdrm on 3/4 acre. central air, 2.5 baths, sprinklers, security & 2 car att garage! this unique home is completely enclosed w/antique wrought iron fence & 20' gate w/electric opener. unilock path to front door, living rm w/wbfp, large kitchen w/glass-in eating area. new kitchen & appliances '01. natural flagstone floors in kitchen, halls den & sunroom. hdwd floors in allother rooms. furnace & roof '05. 4-person hot tub and in-ground pool completes this gorgeous setting. state of the art security system w/closed circuit camera! must see!"
667230771,"move right into this beautifully maintained one bedroom unit in new rochelle! entering the apartment you'll find the very open concept with a spacious living room and dining room area. the kitchen is renovated with stainless steel appliances. completing the apartment you'll find the bedroom and full bathroom. the building has a laundry room,bike room,meeting room,outdoor play area and a gym."
305939273,
185949137,"country living at its best. mostly wooded with trails for riding horses, snowmobiles or 4 wheelers. close to state land and not too far from the salmon river for boating & fishing. large barn for livestock & toys owners to find suitable housing."
185755208,"accepted offer 8/18/21 . there are actually four pieces of property involved in the sale - please see tax map included with property photos. tax numbers for each parcel included in the sale: 31-5-14.1 / 31-6-14 / 31-5-14.2 / 31-5-30 for a total of .45 acres. the tax records indicate 3 bedrooms and 1 bath,the homeowner removed a portion of a wall to connect two bedrooms. the wall could easily be replaced to return to 3 bedrooms. the home does not have a washer and dryer,but there are hook-ups available. there is currently no road agreement - homeowner has been maintaining the road. motivated seller. combo: 2124"
497470842,sale may be subject to term & conditions of an offering plan. do not advertise without permission.
684065646,owner financing ----- great location for building your new home near the village of spencer. mostly wooded with new pond ready for stocking and family enjoyment. owner financing with 20% down and 10% interest.
183454361,welcome home to this spacious split level in convenient crystal springs! the functional floor plan offers great sight lines and versatility!. eat in kitchen features granite counters and tile backsplash! the 1st floor/4th bedroom makes a great office or guest space! roof is 7 years old. newer windows. the florida room is fabulous! hot tub is included. sliding glass doors lead you to the deck and fully fenced yard. property backs to trees! you don't want to miss it! minutes to village and expressway!
462301056,"all vacant and completely renovated 3500 sq. ft. 3 story,6 family apartment / condo complex with 6 units,and has a total of 7 bedrooms and 8 baths. total of 3500 sq ft. and 3 stories..... this beautiful gut renovated 6-family is located in the heart of bushwick....... the building has five one (1) bedroom units and 1 studio unit. all units have brand-new hardwood floors and beautiful picture windows....... the building is equipped with quiet air conditioners that are space savers...... also 1 studio with bonus room in basement and a half bath....... brand new build with amazing light and unique outdoor spaces........ washers and dryers are in each unit....... each unit has a full kitchen including: microwave,dishwasher,and refrigerator. balcony on 2nd and 3rd floor units........ 1st floor unit has access to private backyard....... also a potential condo conversion......layout: 1st floor- 2 apartments,duplex studio with 1.5 baths and 2 other bedrooms,duplex 1.5 baths........ 2nd floor- 1 bed 1 bath and another 1 bed 1 bath........ 3rd floor- 2 1 bed 1 f bath apartments. basement includes the duplex studios........ house has gas and mini-splits for heating and cooling in 6 units. ......there is a washer and dryer in all 6 units."
653863161,great 4 bedroom with additional study and a walkout basement for future family room to add extra sq footage. full porch and lot backs up to woods. this house is a to be built .....
483850674,"sale may be subject to term & conditions of an offering plan.ale may be subject to term & conditions of an offering plan. please include pof and pre-approval letter with all offers. all information including but not limited to taxes,lot size,age of property are not guaranteed not verified"
103160261,"call css @ 738-0001 to show. enjoy the privacy and views on your own 41 acre nature preserve in the heart of colonie. stump pond, covering over 8 acres, can be your private haven for fishing, swimming, canoeing or just relaxing on the dock. 3 car heated garage/workshop for the toys."
184673159,renovated colonial with large rooms throughout. first floor master suite. separate wing for guests or extended family/nanny. great location for commuting. room for a pool. all of the hardwood floors have been refinished. all new lighting. new roof. tons of closets. expansive brazilian ipe hardwood deck. owner financing available.
186453281,"lovely,attached brick colonial 40 feet long in the heart of kew gardens hills. this beautiful house introduces a large foyer,elegant living room,formal dining room,1/2 bath,and an eat in kitchen. the upstairs introduces 3 bedrooms and a full bath . this classic property with its elegant architectural detail has gorgeous wood floors,attached garage,beautifully landscaped shrubbery,full huge bath in the basement and a beautiful terrace off of the dining room. close to public transportation shopping and houses of worship,additional information: appearance:excellent"
230478353,"resort style living. desirable foster model.large spacious,immaculate!move right in!enjoy indoor,outdoor pools,clubhouse,golf,b ball,tennis,bocci ball,sauna,jacuzzi,large rooms with great storage!!!!!!!!"
687389877,beautiful fully furnished studio apartment in the heart of north baldwin. all utilities are included. for more information please contact the listing agent.
497483169,"classic & elegant 1906 farmhouse w/wrap around porch. renovated keeping w/original architectural details. gourmet kitchen, hardwood floors, grand sized sunlite rooms. 2 fireplaces, library. master bedroom suite/master bath overlooking 2 flat acres. three additional bedrooms, 3rd fl. guest quarters w/2 brs/fbth. room for pool & cabana. laurel hollow beach,mooring. cshsd#2"
189128195,
762859317,"open house sunday 9/29 2-4pm. romantic finger lakes wine country black walnut bed & breakfast inn. conveniently located within walking distance to one of finger lakes finest wineries,and between 2-20 minutes to more than 14 more wineries. built in 1800 this greek revival home is a popular and profitable registered trumansburg inn with repeat business from all over the world. price includes most furnishings and sundries and the web site. whether you purchase this turn-key business and become the new innkeeper,run it as an airbnb,or enjoy it as your family home,the authentic 1800 ambiance and huge lot with original barn will provide you with delightful experiences. tremendous amount of updates made by owner. currently operated 6 months out of the year,but could be open year round as several other b&bs are. seller will even include some consultation to help you get going. visit blackwalnutny.com for room rates,and more information on the b&b."
464201292,"welcome to this beautiful 2 family home in the heart of college point. on each level the amazing home offers a spacious formal living room,formal dining room,an updated eat-in kitchen with all new stainless steel appliances,cherry-wood cabinetry and plenty of counter space for food prep and entertaining. there are 3 bedrooms on each level,including a primary suite,completed by a private bathroom. on the lower level,there is a spacious living room,an additional room that can also be used as an office,a full bath,washer,dryer and an outside entrance,leading to the beautiful backyard. other great features such as all hardwood floors throughout,lots of sunshine beaming through the windows,private driveway which can fit 2 cars,close proximity to public transportation,shops,schools and restaurants,make this wonderful 6 bedroom 5 bathroom multifamily truly a rare opportunity. must see!!! don't wait till it's gone..."
184989038,"welcome to 7 livingston, a warm and inviting home with 3 bedrooms and 1.5 bath. updated electrical, furnace and hwt all in 2019. new vinyl windows. don't miss the detail in this house with the etched glass showcasing the address on the side door, or the unique inlay in the dining room and living room floors. make this your next home and schedule your showing today!"
102106994,"completely remodeled with updates including new roof, plumbing, electrical, windows, furnace, and hot water tank.  original hardwood floors have been refinished throughout.  bathroom, kitchen, and dining area have been newly tiled and are complete with modern lighting fixtures. this house also boasts a clean, dry full basement, concrete driveway, and a detached garage. come make this beautiful north buffalo house your home!"
186071348,"located one hour from nyc in the continental village section of historic garrison with rights to a private lake,sandy beach,clubhouse,tennis,playground and basketball courts. it appears this home was being renovated then vandalized. howevert this home is located in a nice community and well worth the renovations."
464065224,this must see 3 bed 2 bath legally converted 2-family home in the heart of saint albans queens is nothing short of a gem. the first floors open concept provides plenty of space with lots of natural light. large kitchen with full bath and large 1br in the rear. extra storage room as well. 2nd floor holds large 1br and full bath as well with washer & dryer and full kitchen. 3rd floor is a walk up attic with large bedroom with closet and crawl spaces for extra storage. the basement is fully finished with great ceiling height additional room and separate entrance. there is plenty of space in the fenced in rear yard and a long private driveway. all methods of transportation is a short distance away including highways. whether you're investing or want a space for the whole family. don't miss your chance to make this house a home for years to come.
464110170,"semi-detached 3 family w/ private driveway in prime rockaway park! all utilities separated super convenient location, next to beach 98th st the a and s subway station and all shopping stores. built in 2004, the 1st floor is vacant and has been totally renovated from top to bottom. the 2nd and 3rd floor apartment both feature 3 bedrooms 2 full bath, eat-in kitchen, and spacious w/ living room. perfect starter home to live-in and collect two rental income streams and live for free!"
248876579,"this 3 bedroom home is on the westside of town. home has vinyl siding, 1st floor laundry."
183659411,"this property does need some work but would be a great investment for either a investor or owner occupied,nice size lot for a city property,here today gone tomorrow"
189242900,
189329168,"also for rent - $3750 monthly - a spacious mid-seventies contemporary has a woodsy rustic elegance,exposed beams & wood floors. surprisingly spacious 2368 square feet (see agent remarks) with vaulted ceilings and picture windows and a full basement that opens out onto a blue stone terrace overlooking the mountain stream. a waterfall on the stream flows into a rock quarry pond. there is a flexible perfect artist studio,therapist/professional space,gym,mother-in-law apartment,etc. the studio building is two stories,fully heated and air conditioned,with 576 square feet,half bath and separate sink. this is a wonderful woodstock house tucked away along the back roads (between “big pink” and levon helm's barn). less than 10 minutes to the village amenities in woodstock or saugerties and the thruway exit 20. it is also easy to get to skiing and special summer experiences nearby."
759664185,"located in the adirondack ridge mobile home park on a street filled with identical brand new double wide manufactured homes you will find this very slightly used identical model.... and it is available for far less than the brand new one just a couple doors away! step inside....check it out....and you will fall in love with the open space and natural lighting colony homes have to offer!! three bedrooms, two full bathrooms, plenty of closet space and not a worry to be found!! all you need to add is a new shed in the backyard.....and the concrete pad is already provided!"
188675258,"as you enter this gorgeous home you are welcomed into a large living room which opens to a spacious updated kitchen with an open layout perfect for entertaining guests. the main level offers three large bedrooms,two full bathrooms and a media room with vaulted ceilings. from the media room there is direct access to a new deck overlooking this beautifully landscaped yard and oversized pool. the lower level offers an additional three bedrooms,large living area,two full bathrooms,home office,and direct access to a two car garage and private back yard. perfect set up for mother daughter or multigenerational home! don't miss the opportunity to make this your home!"
461690610,
103078382,"elegant home! spacious rooms, crown molding, pocket doors, fireplace, magnificent woodworking. modern kitchen, 2 full baths, full walk-up attic - redone! lots of nooks and cranies. legal apt for extra income!"
416949969,"a 1900s barn frame made new. vaulted ceilings,exposed beams,old barn wood - truly a magnificent structure."
314379128,
102634589,"do not miss this lovely home! owner has made tremendous improvements which include: italian walnut pergo floors on first floor with lifetime warranty, ceramic tile in bathrooms, central air and new carpeting upstairs. plenty of storage space/closets. garage roof replaced 2006, hot water tank, sump pump & windows replaced 2003. care-free living at its best, also close to the lake, stores and otherconveniences."
188644157,sale may be subject to term & conditions of an offering plan.
